415_2,415_4,415_6,415_8,415_10,415_12,415_14,415_16,415_17,415_18,415_19,415_20,415_21,415_22,415_23,415_24,415_25,415_26,415_27,415_28,415_29,415_30,415_31,415_32,415_33,415_34
SLC7A4,AL109627.1,ANXA7,,PDCD6,BHLHE41,TAOK2,SMPD2,,,AC016931.1,AC007952.7,AC090618.1,AC007786.1,AC010547.2,AC108482.2,AC103563.5,AC015656.1,AC005823.2,AC005597.1,AC006453.2,,,,,
MRPL53,HSPA1A,SH3BGRL3,,FBXO28,ARHGAP5,AGRN,FAM102A,,,AC018437.1,AC008012.1,AC090816.1,AC007786.4,AC010624.5,AC108519.1,AC103724.4,AC015983.2,AC005832.1,AC005606.2,AC006453.3,,,,,
PSMA6,,TIMP1,,ATN1,LITAF,YPEL5,FASTK,,,AC018437.2,AC008050.1,AC090983.2,AC007906.2,AC010634.1,AC108749.1,AC103876.1,AC016152.1,AC005833.1,AC005691.1,AC006453.4,,,,,
MBLAC1,,LYPLA2,,PLOD3,MED15,CRAT,PEA15,,,AC018437.3,AC008105.3,AC091076.1,AC008012.1,AC010729.2,AC110491.3,AC104088.1,AC016576.1,AC005833.2,AC005692.1,AC006466.1,,,,,
MED25,,TIGD2,,PLOD1,MRPL32,YPEL3,GPR137,,,AC018445.5,AC008132.1,AC092335.1,AC008040.1,AC010745.2,AC112695.1,AC104453.1,AC016745.1,AC005865.1,AC005692.2,AC006478.1,,,,,
PSMA3,,DUSP3,,LAPTM4A,FAM102A,SLC27A1,SH3BGRL3,,,AC018470.1,AC008133.1,AC092422.1,AC008055.1,AC010745.5,AC113137.1,AC104561.1,AC017100.1,AC005865.2,AC005692.3,AC006967.1,,,,,
BDH2,,EXOC7,,POFUT2,FASTK,CRCP,IKBKG,,,AC018716.2,AC008551.1,AC092807.3,AC008056.1,AC010880.1,AC114501.1,AC104596.1,AC018437.1,AC005871.1,AC005696.4,AC006967.3,,,,,
MBLAC2,,METRN,,PTAR1,MED10,TMEM167B,ELOVL1,,,AC018755.2,AC008591.1,AC092810.2,AC008060.3,AC010941.1,AC114501.2,AC104971.1,AC018437.2,AC005871.2,AC005753.2,AC006970.1,,,,,
VAMP7,,SPHK1,,POFUT1,PEA15,PDCD7,SS18,,,AC018953.2,AC008667.1,AC093599.2,AC008124.1,AC011124.1,AC116345.1,AC105021.1,AC018437.3,AC005906.2,AC005772.1,AC006970.2,,,,,
PLSCR3,,TTC3P1,,TOM1,SH3BGRL3,TMEM167A,IFNGR1,,,AC019103.1,AC008687.8,AC093787.1,AC008164.1,AC011225.1,AC116609.3,AC105101.2,AC018470.1,AC005998.1,AC005772.2,AC006971.1,,,,,
SLC7A8,,AEN,,NUDT17,IKBKG,FBXO28,SPHK1,,,AC020907.2,AC008738.3,AC093787.2,AC008413.1,AC011228.1,AC117415.2,AC105383.1,AC018618.1,AC005999.1,AC005823.2,AC006974.1,,,,,
PTRH2,,SIRT6,,MAP3K6,TIMP1,PPP2R5CP,PAX3,,,AC021127.1,AC008742.1,AC094105.1,AC008481.3,AC011228.2,AC117461.1,AC105916.1,AC018637.1,AC005999.2,AC005832.3,AC007012.1,,,,,
LINC00963,,JOSD2,,CISH,EMD,CASC3,AEN,,,AC021534.1,AC008750.2,AC097374.1,AC008571.2,AC011228.3,AC117473.1,AC105941.1,AC018659.3,AC006003.1,AC005832.4,AC007064.2,,,,,
PICK1,,COQ10B,,DGAT1,ELOVL1,PLOD1,ARHGAP5-AS1,,,AC021683.4,AC008763.4,AC099518.3,AC008627.1,AC011346.1,AC120193.1,AC106799.1,AC018659.4,AC006019.3,AC005833.1,AC007207.1,,,,,
TMEM106B,,RBSN,,ZCRB1,SSR4,FBXO22,FOS,,,AC021683.5,AC009041.1,AC099548.2,AC008663.1,AC011369.2,AC124852.1,AC106799.2,AC018659.7,AC006063.1,AC005863.1,AC007218.1,,,,,
PIGG,,MED29,,POLRMT,SPHK1,LAPTM4A,TMEM42,,,AC022523.1,AC009078.2,AC100836.1,AC008691.1,AC011474.1,AC127520.1,AC106864.1,AC018865.2,AC006063.2,AC005865.1,AC007221.1,,,,,
CRYAB,,DDB2,,FBXW2,AEN,POFUT2,NUDT16L1,,,AC023282.1,AC009093.2,AC103563.5,AC008708.1,AC011593.1,AC131206.1,AC107223.1,AC018953.2,AC006063.3,AC005865.2,AC007222.2,,,,,
TRUB2,,BACE1,,CDC25B,ARHGAP5-AS1,POFUT1,COQ10B,,,AC023300.1,AC009093.8,AC103724.4,AC008708.2,AC011853.2,AC132807.2,AC107373.1,AC019183.1,AC006115.2,AC005871.1,AC007223.1,,,,,
RNASEK,,GON7,,ATXN2L,FOS,NFATC2IP,MED29,,,AC023300.3,AC009093.10,AC103876.1,AC008725.1,AC011901.1,AC133485.7,AC107373.3,AC019257.1,AC006133.1,AC005871.2,AC007346.1,,,,,
CIPC,,SLC7A4,,LENG1,TMEM42,TOM1,DDB2,,,AC023538.1,AC009093.11,AC104088.1,AC008735.2,AC012174.1,AC136428.4,AC108169.1,AC021127.1,AC006148.1,AC005906.2,AC007346.2,,,,,
TSR3,,MED25,,SMS,COQ10B,MAP3K6,MRPL44,,,AC025048.3,AC009108.4,AC104453.1,AC008735.3,AC012213.5,AC136618.1,AC108482.2,AC021188.1,AC006206.2,AC005998.1,AC007405.1,,,,,
RPS27L,,ZEB2,,SRSF4,MED29,CISH,BACE2,,,AC025263.1,AC009139.1,AC104561.1,AC008750.2,AC012254.2,AC136759.1,AC108519.1,AC021660.3,AC006236.1,AC005999.1,AC007406.2,,,,,
MIEF2,,BDH2,,ZNF436,SUMF2,DGAT1,GPRC5B,,,AC025279.1,AC009154.2,AC104596.1,AC008750.6,AC012314.9,AC137761.1,AC108749.1,AC021915.1,AC006262.1,AC005999.2,AC007450.1,,,,,
CCNDBP1,,MBLAC2,,IL6ST,DDB2,STX7,KAT2A,,,AC025284.1,AC009185.1,AC104971.1,AC008825.1,AC012339.1,AC137761.2,AC110491.3,AC021915.2,AC006262.2,AC006003.1,AC007450.3,,,,,
FSTL3,,VAMP7,,SLC27A3,SLC7A4,ZCRB1,VAMP7,,,AC025594.1,AC009236.2,AC105021.1,AC008840.1,AC012368.1,AC138907.8,AC112695.1,AC022276.1,AC006262.3,AC006019.3,AC007527.1,,,,,
MRPL55,,PLSCR3,,ARL8B,BACE2,ATXN2L,SLC7A8,,,AC025774.1,AC009299.1,AC105101.2,AC009070.1,AC012404.1,AC138907.9,AC113137.1,AC022509.3,AC006262.4,AC006063.1,AC007527.2,,,,,
PSMB6,,AC022107.1,,SHC1,SLC7A5,LENG1,PSMA2,,,AC025839.1,AC009403.2,AC105383.1,AC009097.4,AC012501.2,AC139491.6,AC114501.1,AC022690.1,AC006320.1,AC006063.3,AC007535.1,,,,,
TMEM69,,TMEM106B,,BOD1L1,GPRC5B,SMS,TMEM106B,,,AC026412.1,AC009477.1,AC105916.1,AC009102.4,AC012535.1,AC139491.8,AC114501.2,AC022690.2,AC006348.1,AC006115.2,AC007563.2,,,,,
GGA1,,PIGM,,FBXO44,TUBB2B,SRSF4,PLEKHO2,,,AC026412.4,AC009486.2,AC105941.1,AC009117.1,AC012572.1,AC140113.2,AC116317.1,AC022880.1,AC006357.1,AC006133.1,AC007611.1,,,,,
PSMB7,,CRYAB,,CORO1C,INF2,IL6ST,ERGIC3,,,AC026495.1,AC009518.1,AC106799.1,AC009126.1,AC013265.1,AC141930.1,AC116345.1,AC023282.1,AC006372.1,AC006148.1,AC007614.2,,,,,
MICALL1,,CCDC90B,,SLC9A3R1,VAMP7,SLC27A3,SLC18B1,,,AC026495.2,AC009623.1,AC106799.2,AC009139.1,AC013269.1,AC142381.2,AC116609.3,AC023301.1,AC006372.2,AC006206.2,AC007649.1,,,,,
PSMB1,,PAFAH1B1,,G3BP2,PSMA2,AJUBA,TKT,,,AC026620.2,AC009899.1,AC106864.1,AC009236.2,AC013287.1,AC142381.4,AC117415.2,AC023310.3,AC006372.3,AC006236.1,AC007656.1,,,,,
SPP1,,GRN,,BMF,EXOC3,ARL8B,CRYAB,,,AC026736.1,AC010247.2,AC107223.1,AC009237.14,AC013727.1,AC145350.2,AC117461.1,AC023538.1,AC006372.4,AC006262.1,AC007718.1,,,,,
ZSWIM8,,TMF1,,BRIX1,PLIN3,INO80B,NFIX,,,AC026740.1,AC010325.1,AC107373.1,AC009262.1,AC013727.2,AC226101.1,AC117473.1,AC023593.1,AC006427.2,AC006262.2,AC007785.1,,,,,
STAT6,,AL118558.3,,EIF4EBP3,TMEM106B,TXNDC9,TMF1,,,AC026748.3,AC010333.2,AC107373.3,AC009264.1,AC013727.3,AC233263.1,AC120024.1,AC023866.2,AC006450.1,AC006262.3,AC007786.2,,,,,
STX4,,AP5Z1,,NADK,PLEKHO2,SHC1,AP5Z1,,,AC026774.1,AC010531.1,AC108169.1,AC009271.1,AC015656.1,AC239859.2,AC120193.1,AC024257.1,AC006450.3,AC006262.4,AC007786.3,,,,,
NCDN,,CIPC,,ZKSCAN1,RARA-AS1,BOD1L1,RPS27L,,,AC027612.1,AC010531.4,AC108482.2,AC009275.1,AC015911.5,AC239859.4,AC124852.1,AC024257.3,AC006452.1,AC006305.1,AC007786.4,,,,,
NRAV,,RPS27L,,CD276,TKT,SPATA2,TM9SF4,,,AC027612.2,AC010536.1,AC108519.1,AC009299.2,AC016152.1,AC241585.2,AC127520.1,AC024575.1,AC006453.1,AC006320.1,AC007846.1,,,,,
YKT6,,CCNDBP1,,ZFAND2A-DT,CRYAB,NDOR1,TMEM165,,,AC027801.4,AC010729.2,AC108749.1,AC009387.1,AC016576.1,AC242842.1,AC131206.1,AC024958.1,AC006453.2,AC006348.1,AC007846.2,,,,,
C4orf3,,FAM214B,,TMEM120A,NFIX,TKFC,GPNMB,,,AC032019.1,AC010745.2,AC110491.3,AC009396.1,AC016745.2,AC242842.2,AC132217.2,AC025171.2,AC006453.3,AC006357.1,AC007861.1,,,,,
PET100,,FSTL3,,NRDC,SZRD1,ZNF428,RNF139,,,AC044810.3,AC010745.5,AC112695.1,AC009435.1,AC017067.1,AC244453.2,AC132807.2,AC025263.3,AC006453.4,AC006372.1,AC007881.2,,,,,
UTP3,,TMEM69,,HPS5,AP5Z1,BMF,TMEM65,,,AC044873.1,AC010931.1,AC112907.2,AC009486.2,AC018437.1,AC244502.1,AC133485.7,AC025272.1,AC006466.1,AC006372.2,AC007906.2,,,,,
MBD1,,GPNMB,,FBXO32,USO1,BRIX1,PSMB1,,,AC051649.1,AC010931.2,AC113137.1,AC009623.1,AC018437.2,AC244669.1,AC133552.2,AC025437.4,AC006478.1,AC006372.3,AC007992.1,,,,,
STAT2,,SPP1,,DRAP1,RPS27L,EIF4EBP3,CLPTM1,,,AC055872.1,AC010969.3,AC113349.2,AC009623.3,AC018437.3,AC245014.1,AC134684.10,AC025774.1,AC006487.1,AC006427.1,AC008050.1,,,,,
STAT3,,ZSWIM8,,MOB4,FAM214B,KDSR,PCGF1,,,AC055874.1,AC010998.1,AC114501.1,AC009654.1,AC018618.1,AC245100.7,AC136428.4,AC025809.1,AC006487.2,AC006427.2,AC008055.1,,,,,
SNX21,,STAT6,,G6PC3,C11orf68,NADK,PMS2,,,AC061992.2,AC011225.1,AC114501.2,AC009720.1,AC018618.2,AC245123.1,AC136618.1,AC026100.1,AC006967.1,AC006453.1,AC008056.1,,,,,
NUDT22,,STX4,,SON,CENPB,ZKSCAN1,STX4,,,AC064805.1,AC011247.2,AC115282.1,AC009879.3,AC018637.1,AC245297.3,AC136759.1,AC026273.1,AC006967.3,AC006453.2,AC008056.2,,,,,
FAM200A,,AGA,,CLPTM1L,FSTL3,ZFAND2A-DT,YKT6,,,AC067930.4,AC011298.3,AC116317.1,AC009899.1,AC018659.1,AC245519.1,AC137761.1,AC026320.3,AC006970.1,AC006453.3,AC008056.3,,,,,
PSMC5,,FLNC,,OGT,GPNMB,TMEM120A,APOL2,,,AC067930.5,AC011452.1,AC116345.1,AC010325.1,AC018659.4,AC246785.1,AC137761.2,AC026412.4,AC006970.2,AC006453.4,AC008133.1,,,,,
PSMC6,,NCDN,,ZNF410,SRP72,NRDC,EGLN1,,,AC068205.1,AC011473.2,AC116609.3,AC010336.1,AC018659.5,AC246817.1,AC138907.8,AC026433.1,AC006971.1,AC006466.1,AC008133.2,,,,,
ETNK2,,NRAV,,MCFD2,TMEM65,HPS5,SEPTIN2,,,AC068389.1,AC011473.4,AC117415.2,AC010336.3,AC018659.6,ACP1,AC138907.9,AC026471.5,AC006974.1,AC006478.1,AC008164.1,,,,,
PSMC4,,APOL2,,ALAS1,CLPTM1,FBXO32,MBD1,,,AC068587.4,AC011474.1,AC117461.1,AC010336.5,AC018659.7,ACTR5,AC138932.1,AC026688.2,AC007012.1,AC006487.2,AC008273.1,,,,,
APEX1,,MBD4,,NUMA1,ZSWIM8,FBXO30,STAT2,,,AC068587.8,AC011474.2,AC117473.1,AC010476.2,AC018659.8,ADAM7,AC139491.6,AC026719.1,AC007064.2,AC006927.1,AC008397.2,,,,,
SHKBP1,,YTHDF2,,AKAP8L,MFN2,DRAP1,STAT3,,,AC069133.1,AC011500.1,AC120024.1,AC010491.1,AC018865.1,ADAM28,AC139491.8,AC026736.1,AC007207.1,AC006967.1,AC008551.1,,,,,
PSMC2,,C4orf3,,SNAP23,PCGF1,G6PC3,ELP2,,,AC069288.1,AC011518.1,AC120193.1,AC010547.1,AC018865.2,ADAMTS9,AC140113.2,AC026770.1,AC007218.1,AC006967.2,AC008555.2,,,,,
PWWP3A,,CSNK1A1,,HTR2B,PMS2,SON,AL662795.2,,,AC073094.1,AC011523.1,AC124852.1,AC010547.2,AC018953.1,ADAMTS17,AC141930.1,AC026774.1,AC007221.1,AC006967.3,AC008555.4,,,,,
YPEL5,,UTP3,,PTEN,STAT6,SP1,HNRNPUL2-BSCL2,,,AC073548.2,AC011530.1,AC127520.1,AC010624.5,AC018953.2,ADAMTS18,AC142381.2,AC027031.2,AC007222.2,AC006970.1,AC008571.2,,,,,
C7orf26,,MBD1,,PPWD1,STX4,ALDH7A1P1,BLCAP,,,AC073648.6,AC011840.1,AC131206.1,AC010634.1,AC019183.1,ADAMTS19-AS1,AC142381.4,AC027250.2,AC007223.1,AC006970.2,AC008620.2,,,,,
YPEL3,,STAT2,,ETFB,YKT6,CLPTM1L,SEPTIN7,,,AC073968.2,AC011901.1,AC132217.2,AC010729.2,AC019211.1,ADARB2,AC145350.2,AC027612.2,AC007346.1,AC006971.1,AC008627.1,,,,,
TMEM167B,,GATC,,NENF,APOL2,OGT,TMEM59,,,AC074139.1,AC011995.2,AC132807.2,AC010745.2,AC019257.1,ADCK5,AC226101.1,AC027702.1,AC007346.2,AC006974.1,AC008652.1,,,,,
SAT2,,TRMT1,,AL121603.2,EGLN1,ZNF410,TTLL4,,,AC074387.1,AC012354.1,AC133485.7,AC010745.5,AC020743.2,ADCY2,AC233263.1,AC027804.1,AC007405.1,AC007012.1,AC008659.1,,,,,
SAT1,,BLCAP,,ELFN1,PPIAP22,MCFD2,ZNFX1,,,AC078819.1,AC012354.7,AC133548.1,AC010761.6,AC021127.1,ADCY8,AC239859.2,AC034111.2,AC007406.2,AC007012.2,AC008708.1,,,,,
POFUT2,,TUBB4A,,BICD2,YTHDF2,NUMA1,OSTM1,,,AC078852.2,AC012354.8,AC133552.2,AC010941.1,AC021188.1,ADCYAP1,AC239859.4,AC037486.1,AC007450.1,AC007064.2,AC008708.2,,,,,
UROD,,NUDT22,,ALAD,CSNK1A1,AKAP8L,RNF149,,,AC078942.1,AC012501.2,AC134684.10,AC010969.3,AC021355.1,ADGRB1,AC241585.2,AC040168.1,AC007450.3,AC007064.3,AC008725.1,,,,,
MRPL20-AS1,,FAM200B,,SPR,STAT2,SNAP23,TAOK1,,,AC079325.1,AC012616.1,AC136428.4,AC010998.1,AC021613.1,ADGRB3,AC242842.1,AC041005.1,AC007450.4,AC007064.4,AC008750.2,,,,,
SESN2,,FAM200A,,DDI2,STAT3,PPWD1,VMA21,,,AC079790.1,AC012676.1,AC136618.1,AC011008.1,AC021660.3,ADGRF5P1,AC242842.2,AC044810.2,AC007527.1,AC007207.1,AC008750.5,,,,,
SLC16A6,,ZNFX1,,PGLS,SEPTIN7,ETFB,TAOK2,,,AC080112.1,AC013268.4,AC136759.1,AC011124.1,AC021915.1,ADGRG2,AC243547.2,AC044810.3,AC007527.2,AC007218.1,AC008763.1,,,,,
TOM1,,OSTM1,,SNAP29,RNF145,AL121603.2,C18orf32,,,AC083841.2,AC013269.2,AC137761.1,AC011199.1,AC021915.2,ADGRL2,AC244453.2,AC051635.1,AC007535.1,AC007221.1,AC008763.2,,,,,
NUDT17,,ZYX,,ACTR3,TMEM59,PPP6R1,PLCD3,,,AC083841.4,AC013472.1,AC137761.2,AC011225.1,AC022031.2,ADGRL3,AC244502.1,AC064805.2,AC007563.2,AC007223.1,AC008763.4,,,,,
ZNF205,,C18orf32,,UNC45A,ZNFX1,DDI2,C7orf26,,,AC084121.2,AC013791.1,AC138907.8,AC011228.2,AC022068.1,ADRA1B,AC244669.1,AC067956.1,AC007611.1,AC007346.1,AC008785.1,,,,,
ZNF688,,NUCB1,,ACTR2,OSTM1,ACP5,HSPA1A,,,AC084125.2,AC015909.1,AC138907.9,AC011228.3,AC022276.1,AF106564.1,AC245014.1,AC068389.1,AC007614.1,AC007346.2,AC008794.1,,,,,
SLC25A45,,PLCD3,,EIF5B,RNF149,AL160006.1,CCDC71L,,,AC090125.1,AC016152.1,AC138932.1,AC011450.1,AC022498.1,AF127936.1,AC245100.7,AC068875.1,AC007614.2,AC007406.2,AC008938.1,,,,,
SLC16A3,,YPEL5,,ITGA3,NFIC,SNAP29,VKORC1L1,,,AC090136.3,AC016168.4,AC138969.1,AC011474.1,AC022509.3,AF228730.5,AC245123.1,AC069133.1,AC007649.1,AC007450.1,AC008962.1,,,,,
SLC25A44,,ZNF335,,ACTR8,TAOK1,BCAS2,PHLDB1,,,AC090952.2,AC016292.1,AC139491.6,AC011498.1,AC022523.1,AF254983.1,AC245297.1,AC069224.1,AC007656.1,AC007450.3,AC008992.1,,,,,
ZNF200,,RBMS1P1,,RABGGTB,VMA21,ACTR3,CRCP,,,AC091027.1,AC016526.4,AC139491.8,AC011518.1,AC022559.1,AKAIN1,AC245297.3,AC073050.1,AC007656.2,AC007450.4,AC009035.1,,,,,
IK,,YPEL3,,RABGGTA,TAOK2,UNC45A,CSF1,,,AC091076.1,AC016888.1,AC140113.2,AC011593.1,AC022679.2,AKAP3,AC245519.1,AC073107.1,AC007718.1,AC007527.1,AC009039.1,,,,,
FBXW5,,C7orf25,,MSL1,LINC00622,ACTR2,TMEM167B,,,AC091138.1,AC017033.1,AC141930.1,AC011773.3,AC022690.1,AKR1B1,AC246785.1,AC073111.3,AC007743.1,AC007527.2,AC009063.1,,,,,
KHNYN,,HSPA1A,,TNFRSF1A,ZYX,EIF5B,TMEM179B,,,AC091198.1,AC018437.1,AC142381.2,AC011853.2,AC022690.2,AKT3,AC246785.3,AC073130.3,AC007785.1,AC007535.1,AC009063.2,,,,,
UBALD1,,CCDC71L,,ARL4C,PLCD3,TRIM63,ZBTB24,,,AC092335.1,AC018437.2,AC142381.4,AC011901.1,AC022762.1,AL031601.2,AC246817.1,AC073136.1,AC007786.2,AC007563.2,AC009063.3,,,,,
NEAT1,,CSF1,,ARL4A,CRAT,ITGA3,FMR1,,,AC092377.1,AC018437.3,AC145350.2,AC012060.1,AC022880.1,AL035258.1,ACAA1,AC073140.2,AC007786.3,AC007611.1,AC009063.4,,,,,
POLRMT,,TMEM167B,,RRM2B,C7orf26,TFIP11,RAB3D,,,AC092384.2,AC018445.5,AC147067.1,AC012254.2,AC023043.3,AL049749.1,ACHE,AC073352.1,AC007786.4,AC007614.1,AC009093.11,,,,,
TICAM1,,TMEM179B,,TMBIM4,RBMS1P1,ACTR8,CLSTN1,,,AC092384.3,AC018470.1,AC226101.1,AC012339.1,AC023158.1,AL049828.1,ACP1,AC073475.1,AC007846.1,AC007614.2,AC009108.2,,,,,
FTSJ3,,RAB3D,,SYF2,C7orf25,RABGGTA,CTNND1,,,AC092666.1,AC018685.1,AC233263.1,AC012368.1,AC023282.1,AL109809.4,ACTR5,AC073585.1,AC007846.2,AC007649.1,AC009108.4,,,,,
VMAC,,FBXO28,,TMBIM1,HSPA1A,ARFGAP1,PLOD1,,,AC092675.2,AC018685.2,AC239859.2,AC012404.1,AC023296.1,AL121757.2,ADAM7,AC073869.3,AC007861.1,AC007652.3,AC009117.1,,,,,
FRMD8,,IRS2,,TMBIM6,CCDC71L,MSL1,LAPTM4A,,,AC092720.2,AC018716.1,AC239859.4,AC012501.2,AC023301.1,AL133493.2,ADAM28,AC073869.5,AC007881.2,AC007656.1,AC009117.2,,,,,
SRSF5,,VIRMA,,AC011005.1,VKORC1L1,TNFRSF1A,POFUT2,,,AC092902.5,AC018716.2,AC241585.2,AC012535.1,AC023310.3,AL135878.1,ADAMTS9,AC073869.7,AC007906.2,AC007656.2,AC009119.1,,,,,
SQSTM1,,BEST1,,CERS2,PHLDB1,ARL4A,IPO9,,,AC093307.1,AC018755.2,AC242842.1,AC012569.1,AC023538.1,AL136964.1,ADAMTS15,AC073912.3,AC007992.1,AC007718.1,AC009139.1,,,,,
SRSF8,,TUBB3,,TRIM56,SLC27A1,IMPACT,YY2,,,AC093326.1,AC018953.2,AC242842.2,AC012572.1,AC023866.2,AL136981.4,ADAMTS17,AC073987.1,AC008012.1,AC007743.1,AC009139.2,,,,,
ANAPC2,,CFL2,,BECN1,CRCP,RRM2B,POFUT1,,,AC093599.2,AC019103.1,AC243547.2,AC013265.1,AC024257.1,AL138826.1,ADAMTS18,AC074387.1,AC008050.1,AC007785.1,AC009154.1,,,,,
FTL,,MRPL20-AS1,,PRKAA1,CSF1,TMBIM4,LAMP2,,,AC093627.3,AC019349.1,AC244453.2,AC013269.2,AC024589.1,AL138899.1,ADAMTS19-AS1,AC078845.1,AC008055.1,AC007786.2,AC009154.2,,,,,
INO80B,,SESN2,,TRIM52,TMEM179B,SYF2,SESN2,,,AC094105.1,AC020765.3,AC244502.1,AC013287.1,AC024958.1,AL139005.1,ADARB2,AC078950.1,AC008056.1,AC007786.4,AC009158.1,,,,,
SHC1,,KPNA6,,SMIM29,FMR1,TMBIM1,KPNA6,,,AC096675.1,AC020914.5,AC244669.1,AC013457.1,AC024995.1,AL139393.1,ADCK5,AC079052.1,AC008056.2,AC007846.1,AC009262.1,,,,,
SPATA2,,SLC16A6,,C1R,PDCD6,SMCR8,TOM1,,,AC096887.1,AC020922.3,AC245014.1,AC013565.3,AC025263.1,AL158058.2,ADCY2,AC079089.1,AC008056.3,AC007846.2,AC009264.1,,,,,
CREBL2,,LZTS1,,HM13,PROS1,TMBIM6,LZTS1,,,AC096970.1,AC020978.2,AC245100.7,AC013727.1,AC025263.3,AL158211.3,ADCY8,AC079160.1,AC008133.1,AC007861.1,AC009271.1,,,,,
NTPCR,,PHLDA1,,LENG9,CLSTN1,ITGA5,SLC16A3,,,AC097493.3,AC021066.3,AC245123.1,AC013727.2,AC025272.1,AL158216.1,ADCYAP1,AC079763.1,AC008133.2,AC007861.2,AC009299.2,,,,,
FBXO44,,SLC16A3,,AC083843.2,CTNND1,CERS2,SLC25A44,,,AC097641.1,AC021127.1,AC245297.1,AC013727.3,AC025284.1,AL160287.1,ADGRB1,AC080023.1,AC008164.1,AC007881.2,AC009303.2,,,,,
SLC9A3R2,,SLC25A44,,DEPP1,PLOD3,BECN1,RAB2B,,,AC099482.2,AC021188.1,AC245297.3,AC015656.1,AC025774.1,AL162726.3,ADGRB3,AC083836.1,AC008273.1,AC007906.2,AC009312.1,,,,,
SOCS2,,PHLDA3,,MLLT6,PLOD1,PRKAA1,KHNYN,,,AC099548.2,AC021218.1,AC245519.1,AC015687.1,AC025809.1,AL353147.1,ADGRF5P1,AC083967.1,AC008397.2,AC007950.1,AC009387.1,,,,,
TKFC,,ZNF200,,KCTD21,LAPTM4A,CANT1,STX7,,,AC099684.3,AC021534.1,AC246785.1,AC015813.3,AC026320.3,AL353608.1,ADGRG2,AC084121.2,AC008551.1,AC007992.1,AC009396.1,,,,,
ATG101,,MAP2K3,,EIF4H,POFUT2,SMIM29,TPM1,,,AC100797.4,AC021594.2,AC246785.3,AC015911.5,AC026341.1,AL353608.3,ADGRL2,AC084211.1,AC008555.2,AC008012.1,AC009435.1,,,,,
AMDHD2,,PIAS3,,TRIM47,STK11,C1R,MUL1,,,AC100803.1,AC021613.1,AC246817.1,AC015983.2,AC026412.4,AL353704.2,ADGRL3,AC084262.1,AC008555.4,AC008050.1,AC009623.1,,,,,
AC022306.1,,RAB2B,,FEM1C,YY2,HM13,FAM91A1,,,AC100803.3,AC021683.4,ACAA1,AC016065.1,AC026433.1,AL353811.1,ADGRV1,AC087311.1,AC008571.2,AC008055.1,AC009623.3,,,,,
ZNF669,,ZNF561,,DRAM2,POFUT1,LENG9,ATXN2L,,,AC100810.2,AC021683.5,ACHE,AC016152.1,AC026495.1,AL354811.1,ADRA1B,AC087477.2,AC008620.2,AC008056.1,AC009652.1,,,,,
HYI,,RNF44,,H2AZ2,LAMP2,AC083843.2,TXLNA,,,AC100868.1,AC022092.1,ACP1,AC016575.1,AC026495.2,AL354863.1,AF106564.1,AC089987.1,AC008627.1,AC008056.2,AC009654.1,,,,,
ZNF668,,FBXW5,,CIZ1,SESN2,DEPP1,MORF4L2,,,AC103563.3,AC022239.1,ACTR5,AC016576.1,AC026688.2,AL355338.1,AF127936.1,AC090125.1,AC008652.1,AC008056.3,AC009729.1,,,,,
BMF,,KHNYN,,MYO10,KPNA6,FOXRED1,FSCN1,,,AC103563.5,AC022523.1,ADAM7,AC016745.1,AC026719.1,AL356266.1,AF228730.5,AC090136.3,AC008659.1,AC008105.3,AC009878.2,,,,,
EIF4EBP3,,DYRK1B,,MID1IP1,SLC16A6,TSPAN31,FKBP9,,,AC103758.1,AC022706.1,ADAM28,AC016745.2,AC026736.1,AL356585.4,AF254983.1,AC090150.1,AC008708.1,AC008133.1,AC010145.1,,,,,
SLC38A2,,MITF,,MFSD14B,SLC39A6,KCTD21,TCTA,,,AC103855.3,AC023282.1,ADAMTS7,AC017067.1,AC026774.1,AL356804.1,AGAP3,AC090200.1,AC008708.2,AC008133.2,AC010183.1,,,,,
BCDIN3D,,PRPF4B,,MCM3AP,CHP1,PHKG2,IL6ST,,,AC103876.1,AC023300.1,ADAMTS9,AC017100.1,AC026991.2,AL357153.1,AHCYL2,AC090283.1,AC008725.1,AC008164.1,AC010183.2,,,,,
TNFRSF10B,,NEAT1,,NECAP2,MAP3K6,EIF4H,SLC27A3,,,AC104530.1,AC023300.2,ADAMTS15,AC018413.1,AC027250.2,AL358074.1,AK7,AC090360.1,AC008742.1,AC008273.1,AC010266.1,,,,,
RFXANK,,FBXW2,,PINK1,LZTS1,TRIM47,SNRNP200,,,AC104596.1,AC023310.3,ADAMTS17,AC018437.1,AC027251.1,AL358612.1,AKAIN1,AC090398.2,AC008750.2,AC008397.2,AC010266.2,,,,,
HPS5,,MOB3A,,MYO1C,SLC16A3,DRAM2,TTPAL,,,AC104596.2,AC023538.1,ADAMTS18,AC018437.2,AC027612.2,AL359538.3,AKAP3,AC090578.1,AC008750.5,AC008443.2,AC010325.1,,,,,
FBXO32,,RNF41,,CDKN2AIPNL,KHNYN,H2AZ2,ARL8B,,,AC104758.2,AC024560.1,ADAMTS19-AS1,AC018437.3,AC027804.1,AL359764.2,AKAP8,AC090618.1,AC008763.1,AC008551.1,AC010333.2,,,,,
